#gene_id	length
TRINITY_DN210206_c0_g1	235
TRINITY_DN210283_c0_g1	241
TRINITY_DN210271_c0_g1	311
TRINITY_DN218900_c0_g1	290
TRINITY_DN218970_c0_g1	282
TRINITY_DN218978_c0_g1	365
TRINITY_DN218965_c0_g1	257
TRINITY_DN218903_c0_g1	329
TRINITY_DN218954_c0_g1	206
TRINITY_DN218992_c0_g1	287
TRINITY_DN218995_c0_g1	232
TRINITY_DN246145_c0_g1	425
TRINITY_DN246104_c0_g1	331
TRINITY_DN246108_c0_g1	211
TRINITY_DN246146_c0_g1	770
TRINITY_DN214809_c0_g1	327
TRINITY_DN214824_c0_g1	305
TRINITY_DN214885_c0_g1	606
TRINITY_DN214859_c0_g1	218
TRINITY_DN214847_c0_g1	271
TRINITY_DN214872_c0_g1	289
TRINITY_DN214867_c0_g1	410
TRINITY_DN202129_c0_g1	202
TRINITY_DN202135_c0_g1	457
TRINITY_DN202147_c0_g1	931
TRINITY_DN202183_c0_g1	229
TRINITY_DN202103_c0_g1	281
TRINITY_DN202167_c0_g1	309
TRINITY_DN202199_c0_g1	328
TRINITY_DN229595_c0_g1	349
TRINITY_DN229585_c0_g1	388
TRINITY_DN229513_c0_g1	593
TRINITY_DN229519_c0_g1	441
TRINITY_DN229514_c0_g1	292
TRINITY_DN209129_c0_g1	253
TRINITY_DN209152_c0_g1	227
TRINITY_DN209141_c0_g1	224
TRINITY_DN209194_c0_g1	240
TRINITY_DN209124_c0_g1	350
TRINITY_DN209188_c0_g1	268
TRINITY_DN209185_c0_g1	243
TRINITY_DN209160_c0_g1	217
TRINITY_DN209149_c0_g1	201
TRINITY_DN202788_c0_g1	211
TRINITY_DN202704_c0_g1	354
TRINITY_DN202702_c0_g1	316
TRINITY_DN202769_c0_g1	275
TRINITY_DN202718_c0_g1	325
TRINITY_DN202791_c0_g1	247
TRINITY_DN202748_c0_g1	341
TRINITY_DN250170_c0_g1	363
TRINITY_DN250149_c0_g1	281
TRINITY_DN250109_c0_g1	221
TRINITY_DN250178_c0_g1	210
TRINITY_DN250119_c0_g1	262
TRINITY_DN250179_c0_g1	773
TRINITY_DN250158_c0_g1	478
TRINITY_DN250105_c0_g1	231
TRINITY_DN250194_c0_g1	263
TRINITY_DN205454_c0_g1	355
TRINITY_DN205469_c0_g1	501
TRINITY_DN205406_c0_g1	222
TRINITY_DN205445_c0_g1	216
TRINITY_DN232773_c0_g1	313
TRINITY_DN232749_c0_g1	221
TRINITY_DN232784_c0_g1	250
TRINITY_DN232712_c0_g1	220
TRINITY_DN234392_c0_g1	232
TRINITY_DN234364_c0_g1	618
TRINITY_DN253478_c0_g1	339
TRINITY_DN253484_c0_g1	251
TRINITY_DN253408_c0_g1	254
TRINITY_DN253465_c0_g1	207
TRINITY_DN253423_c0_g1	230
TRINITY_DN253485_c0_g1	347
TRINITY_DN253488_c0_g1	218
TRINITY_DN253444_c0_g1	320
TRINITY_DN253440_c0_g1	254
TRINITY_DN253413_c0_g1	305
TRINITY_DN216370_c0_g1	272
TRINITY_DN216308_c0_g1	222
TRINITY_DN216311_c0_g1	268
TRINITY_DN216380_c0_g1	202
TRINITY_DN216398_c0_g1	454
TRINITY_DN216330_c0_g1	313
TRINITY_DN216375_c0_g1	271
TRINITY_DN216351_c0_g1	227
TRINITY_DN216344_c0_g1	484
TRINITY_DN222624_c0_g1	240
TRINITY_DN222664_c0_g1	236
TRINITY_DN222619_c0_g1	208
TRINITY_DN222660_c0_g1	232
TRINITY_DN222616_c0_g1	347
TRINITY_DN217187_c0_g1	411
TRINITY_DN217120_c0_g1	539
TRINITY_DN217163_c0_g1	233
TRINITY_DN217135_c0_g1	313
TRINITY_DN217196_c0_g1	213
TRINITY_DN217117_c0_g1	340
TRINITY_DN217165_c0_g1	511
TRINITY_DN217192_c0_g1	292
TRINITY_DN217173_c0_g1	801
TRINITY_DN217156_c0_g1	466
TRINITY_DN210429_c0_g1	255
TRINITY_DN210495_c0_g1	393
TRINITY_DN210470_c0_g1	216
TRINITY_DN210481_c0_g1	270
TRINITY_DN210458_c0_g1	265
TRINITY_DN210493_c0_g1	252
TRINITY_DN210419_c0_g1	210
TRINITY_DN210421_c0_g1	263
TRINITY_DN210465_c0_g1	350
TRINITY_DN210459_c0_g1	272
TRINITY_DN210479_c0_g1	210
TRINITY_DN216089_c0_g1	282
TRINITY_DN216005_c0_g1	325
TRINITY_DN216098_c0_g1	242
TRINITY_DN239282_c0_g1	491
TRINITY_DN239232_c0_g1	264
TRINITY_DN239210_c0_g1	368
TRINITY_DN239213_c0_g1	314
TRINITY_DN239203_c0_g1	252
TRINITY_DN239272_c0_g1	613
TRINITY_DN239224_c0_g1	250
TRINITY_DN239295_c0_g1	240
TRINITY_DN239234_c0_g1	211
TRINITY_DN239265_c0_g1	261
TRINITY_DN239279_c0_g1	203
TRINITY_DN239263_c0_g1	261
TRINITY_DN239241_c0_g1	241
TRINITY_DN239211_c0_g1	366
TRINITY_DN241727_c0_g1	280
TRINITY_DN241789_c0_g1	238
TRINITY_DN241730_c0_g1	267
TRINITY_DN241729_c0_g1	231
TRINITY_DN241760_c0_g1	333
TRINITY_DN241772_c0_g1	217
TRINITY_DN241790_c0_g1	396
TRINITY_DN241736_c0_g1	269
TRINITY_DN241724_c0_g1	294
TRINITY_DN254296_c0_g1	296
TRINITY_DN254287_c0_g1	238
TRINITY_DN234929_c0_g1	252
TRINITY_DN234944_c0_g1	229
TRINITY_DN234999_c0_g1	203
TRINITY_DN234913_c0_g1	536
TRINITY_DN234971_c0_g1	231
TRINITY_DN234992_c0_g1	310
TRINITY_DN234936_c0_g1	207
TRINITY_DN234998_c0_g1	202
TRINITY_DN252834_c0_g1	207
TRINITY_DN252800_c0_g1	281
TRINITY_DN252861_c0_g1	380
TRINITY_DN252819_c0_g1	231
TRINITY_DN252858_c0_g1	228
TRINITY_DN252811_c0_g1	229
TRINITY_DN252817_c0_g1	278
TRINITY_DN252884_c0_g1	243
TRINITY_DN252885_c0_g1	258
TRINITY_DN235520_c0_g1	1006
TRINITY_DN235514_c0_g1	346
TRINITY_DN235577_c0_g1	832
TRINITY_DN235537_c0_g1	399
TRINITY_DN242942_c0_g1	247
TRINITY_DN242955_c0_g1	323
TRINITY_DN242926_c0_g1	350
TRINITY_DN242941_c0_g1	232
TRINITY_DN242933_c0_g1	221
TRINITY_DN242973_c0_g1	236
TRINITY_DN229076_c0_g1	376
TRINITY_DN229057_c0_g1	265
TRINITY_DN229007_c0_g1	838
TRINITY_DN229081_c0_g1	206
TRINITY_DN229023_c0_g1	631
TRINITY_DN203585_c0_g1	437
TRINITY_DN203593_c0_g1	217
TRINITY_DN203551_c0_g1	251
TRINITY_DN203520_c0_g1	223
TRINITY_DN203526_c0_g1	233
TRINITY_DN203527_c0_g1	211
TRINITY_DN203592_c0_g1	502
TRINITY_DN203521_c0_g1	344
TRINITY_DN203590_c0_g1	262
TRINITY_DN203561_c0_g1	248
TRINITY_DN213030_c0_g1	467
TRINITY_DN213079_c0_g1	207
TRINITY_DN213056_c0_g1	277
TRINITY_DN213010_c0_g1	243
TRINITY_DN213070_c0_g1	303
TRINITY_DN213037_c0_g1	219
TRINITY_DN213020_c0_g1	218
TRINITY_DN200469_c0_g1	246
TRINITY_DN200463_c0_g1	221
TRINITY_DN200453_c0_g1	445
TRINITY_DN200416_c0_g1	260
TRINITY_DN200428_c0_g1	323
TRINITY_DN200479_c0_g1	236
TRINITY_DN200470_c0_g1	396
TRINITY_DN200458_c0_g1	286
TRINITY_DN200471_c0_g1	206
TRINITY_DN200439_c0_g1	483
TRINITY_DN236159_c0_g1	221
TRINITY_DN236112_c0_g1	277
TRINITY_DN236164_c0_g1	541
TRINITY_DN236105_c0_g1	274
TRINITY_DN236141_c0_g1	242
TRINITY_DN236144_c0_g1	348
TRINITY_DN236167_c0_g1	623
TRINITY_DN236147_c0_g1	438
TRINITY_DN236170_c0_g1	313
TRINITY_DN236103_c0_g1	270
TRINITY_DN224711_c0_g1	359
TRINITY_DN224714_c0_g1	248
TRINITY_DN224772_c0_g1	570
TRINITY_DN247470_c0_g1	356
TRINITY_DN247461_c0_g1	243
TRINITY_DN247452_c0_g1	323
TRINITY_DN247454_c0_g1	458
TRINITY_DN247446_c0_g1	291
TRINITY_DN247435_c0_g1	239
TRINITY_DN247434_c0_g1	230
TRINITY_DN247444_c0_g1	201
TRINITY_DN228632_c0_g1	309
TRINITY_DN228640_c0_g1	527
TRINITY_DN228610_c0_g1	239
TRINITY_DN228636_c0_g1	332
TRINITY_DN228679_c0_g1	238
TRINITY_DN228673_c0_g1	302
TRINITY_DN228685_c0_g1	276
TRINITY_DN228611_c0_g1	309
TRINITY_DN228601_c0_g1	224
TRINITY_DN243108_c0_g1	370
TRINITY_DN243167_c0_g1	243
TRINITY_DN243125_c0_g1	224
TRINITY_DN243198_c0_g1	212
TRINITY_DN243173_c0_g1	247
TRINITY_DN228389_c0_g1	275
TRINITY_DN228359_c0_g1	428
TRINITY_DN228314_c0_g1	240
TRINITY_DN228362_c0_g1	287
TRINITY_DN228372_c0_g1	291
TRINITY_DN228330_c0_g1	258
TRINITY_DN228347_c0_g1	284
TRINITY_DN228303_c0_g1	407
TRINITY_DN247939_c0_g1	263
TRINITY_DN247919_c0_g1	269
TRINITY_DN247948_c0_g1	272
TRINITY_DN247946_c0_g1	259
TRINITY_DN247974_c0_g1	390
TRINITY_DN247936_c0_g1	404
TRINITY_DN247928_c0_g1	253
TRINITY_DN247959_c0_g1	277
TRINITY_DN226659_c0_g1	212
TRINITY_DN226618_c0_g1	288
TRINITY_DN226610_c0_g1	209
TRINITY_DN226653_c0_g1	245
TRINITY_DN226601_c0_g1	325
TRINITY_DN226668_c0_g1	423
TRINITY_DN226699_c0_g1	414
TRINITY_DN248562_c0_g1	313
TRINITY_DN248578_c0_g1	307
TRINITY_DN248506_c0_g1	210
TRINITY_DN248549_c0_g1	266
TRINITY_DN248595_c0_g1	230
TRINITY_DN248544_c0_g1	224
TRINITY_DN248581_c0_g1	215
TRINITY_DN248536_c0_g1	372
TRINITY_DN248570_c0_g1	256
TRINITY_DN248525_c0_g1	409
TRINITY_DN248528_c0_g1	303
TRINITY_DN200319_c0_g1	211
TRINITY_DN200368_c0_g1	547
TRINITY_DN200324_c0_g1	204
TRINITY_DN200381_c0_g1	218
TRINITY_DN200313_c0_g1	310
TRINITY_DN200300_c0_g1	467
TRINITY_DN200357_c0_g1	351
TRINITY_DN200338_c0_g1	387
TRINITY_DN246618_c0_g1	233
TRINITY_DN246622_c0_g1	368
TRINITY_DN246654_c0_g1	257
TRINITY_DN246694_c0_g1	665
TRINITY_DN246661_c0_g1	455
TRINITY_DN246634_c0_g1	229
TRINITY_DN209328_c0_g1	518
TRINITY_DN209325_c0_g1	206
TRINITY_DN209398_c0_g1	331
TRINITY_DN209313_c0_g1	339
TRINITY_DN209315_c0_g1	223
TRINITY_DN209319_c0_g1	401
TRINITY_DN209309_c0_g1	264
TRINITY_DN209330_c0_g1	299
TRINITY_DN225203_c0_g1	292
TRINITY_DN225299_c0_g1	354
TRINITY_DN225218_c0_g1	277
TRINITY_DN225223_c0_g1	476
TRINITY_DN219718_c0_g1	217
TRINITY_DN219773_c0_g1	298
TRINITY_DN219723_c0_g1	304
TRINITY_DN219708_c0_g1	246
TRINITY_DN219731_c0_g1	214
TRINITY_DN203323_c0_g1	319
TRINITY_DN203382_c0_g1	222
TRINITY_DN203326_c0_g1	539
TRINITY_DN203333_c0_g1	291
TRINITY_DN203332_c0_g1	331
TRINITY_DN203327_c0_g1	310
TRINITY_DN203350_c0_g1	351
TRINITY_DN203342_c0_g1	304
TRINITY_DN203390_c0_g1	203
TRINITY_DN203377_c0_g1	242
TRINITY_DN203301_c0_g1	724
TRINITY_DN203393_c0_g1	300
TRINITY_DN203306_c0_g1	270
TRINITY_DN203394_c0_g1	226
TRINITY_DN218003_c0_g1	317
TRINITY_DN218041_c0_g1	287
TRINITY_DN218012_c0_g1	279
TRINITY_DN218065_c0_g1	228
TRINITY_DN229336_c0_g1	316
TRINITY_DN229309_c0_g1	277
TRINITY_DN229312_c0_g1	209
TRINITY_DN229302_c0_g1	299
TRINITY_DN229300_c0_g1	211
TRINITY_DN229314_c0_g1	335
TRINITY_DN208184_c0_g1	408
TRINITY_DN208108_c0_g1	311
TRINITY_DN208130_c0_g1	327
TRINITY_DN208104_c0_g1	562
TRINITY_DN208109_c0_g1	290
TRINITY_DN208179_c0_g1	308
TRINITY_DN208148_c0_g1	247
TRINITY_DN208150_c0_g1	378
TRINITY_DN208196_c0_g1	582
TRINITY_DN208198_c0_g1	220
TRINITY_DN231846_c0_g1	309
TRINITY_DN231877_c0_g1	266
TRINITY_DN231802_c0_g1	251
TRINITY_DN231862_c0_g1	245
TRINITY_DN231832_c0_g1	242
TRINITY_DN202254_c0_g1	618
TRINITY_DN202230_c0_g1	272
TRINITY_DN202250_c0_g1	222
TRINITY_DN202299_c0_g1	219
TRINITY_DN202293_c0_g1	283
TRINITY_DN202296_c0_g1	420
TRINITY_DN202238_c0_g1	203
TRINITY_DN202229_c0_g1	252
TRINITY_DN202211_c0_g1	207
TRINITY_DN231098_c0_g1	249
TRINITY_DN231093_c0_g1	220
TRINITY_DN231048_c0_g1	206
TRINITY_DN231051_c0_g1	202
TRINITY_DN231092_c0_g1	310
TRINITY_DN238959_c0_g1	276
TRINITY_DN238934_c0_g1	255
TRINITY_DN238910_c0_g1	453
TRINITY_DN238926_c0_g1	206
TRINITY_DN238987_c0_g1	212
TRINITY_DN238956_c0_g1	215
TRINITY_DN238954_c0_g1	359
TRINITY_DN238981_c0_g1	212
TRINITY_DN238902_c0_g1	204
TRINITY_DN238968_c0_g1	237
TRINITY_DN238982_c0_g1	366
TRINITY_DN229218_c0_g1	393
TRINITY_DN229239_c0_g1	221
TRINITY_DN229233_c0_g1	355
TRINITY_DN229228_c0_g1	218
TRINITY_DN229273_c0_g1	272
TRINITY_DN229266_c0_g1	375
TRINITY_DN229215_c0_g1	252
TRINITY_DN229243_c0_g1	262
TRINITY_DN229227_c0_g1	625
TRINITY_DN229287_c0_g1	295
TRINITY_DN229245_c0_g1	219
TRINITY_DN229267_c0_g1	280
TRINITY_DN236515_c0_g1	340
TRINITY_DN236589_c0_g1	229
TRINITY_DN236582_c0_g1	206
TRINITY_DN236563_c0_g1	249
TRINITY_DN236592_c0_g1	595
TRINITY_DN236518_c0_g1	428
TRINITY_DN236527_c0_g1	399
TRINITY_DN236554_c0_g1	423
TRINITY_DN230309_c0_g1	275
TRINITY_DN230355_c0_g1	560
TRINITY_DN230345_c0_g1	293
TRINITY_DN230302_c0_g1	338
TRINITY_DN230319_c0_g1	464
TRINITY_DN230368_c0_g1	403
TRINITY_DN230348_c0_g1	204
TRINITY_DN230376_c0_g1	265
TRINITY_DN200510_c0_g1	268
TRINITY_DN249831_c0_g1	218
TRINITY_DN249863_c0_g1	546
TRINITY_DN249878_c0_g1	246
TRINITY_DN249872_c0_g1	239
TRINITY_DN249851_c0_g1	324
TRINITY_DN249846_c0_g1	461
TRINITY_DN249869_c0_g1	284
TRINITY_DN243777_c0_g1	292
TRINITY_DN243740_c0_g1	271
TRINITY_DN243742_c0_g1	217
TRINITY_DN243712_c0_g1	281
TRINITY_DN243774_c0_g1	253
TRINITY_DN243785_c0_g1	203
TRINITY_DN243714_c0_g1	208
TRINITY_DN237938_c0_g1	364
TRINITY_DN237957_c0_g1	212
TRINITY_DN237929_c0_g1	316
TRINITY_DN237950_c0_g1	390
TRINITY_DN237988_c0_g1	1139
TRINITY_DN237983_c0_g1	393
TRINITY_DN237979_c0_g1	480
TRINITY_DN233310_c0_g1	218
TRINITY_DN233302_c0_g1	207
TRINITY_DN233378_c0_g1	313
TRINITY_DN233344_c0_g1	201
TRINITY_DN233312_c0_g1	229
TRINITY_DN241448_c0_g1	251
TRINITY_DN241465_c0_g1	335
TRINITY_DN241468_c0_g1	256
TRINITY_DN241417_c0_g1	312
TRINITY_DN238505_c0_g1	347
TRINITY_DN238502_c0_g1	466
TRINITY_DN238501_c0_g1	284
TRINITY_DN238549_c0_g1	340
TRINITY_DN238564_c0_g1	330
TRINITY_DN238500_c0_g1	342
TRINITY_DN238540_c0_g1	224
TRINITY_DN238545_c0_g1	358
TRINITY_DN238548_c0_g1	277
TRINITY_DN238580_c0_g1	309
TRINITY_DN238541_c0_g1	222
TRINITY_DN213392_c0_g1	239
TRINITY_DN213309_c0_g1	285
TRINITY_DN213383_c0_g1	212
TRINITY_DN213314_c0_g1	482
TRINITY_DN213337_c0_g1	203
TRINITY_DN213308_c0_g1	297
TRINITY_DN213321_c0_g1	215
TRINITY_DN213322_c0_g1	215
TRINITY_DN231192_c0_g1	235
TRINITY_DN231154_c0_g1	209
TRINITY_DN231126_c0_g1	312
TRINITY_DN231142_c0_g1	363
TRINITY_DN231190_c0_g1	323
TRINITY_DN231194_c0_g1	226
TRINITY_DN231173_c0_g1	227
TRINITY_DN239118_c0_g1	484
TRINITY_DN239194_c0_g1	258
TRINITY_DN239136_c0_g1	490
TRINITY_DN239161_c0_g1	248
TRINITY_DN239176_c0_g1	373
TRINITY_DN239197_c0_g1	208
TRINITY_DN239141_c0_g1	337
TRINITY_DN227921_c0_g1	261
TRINITY_DN227902_c0_g1	461
TRINITY_DN227968_c0_g1	343
TRINITY_DN227962_c0_g1	505
TRINITY_DN227982_c0_g1	453
TRINITY_DN227910_c0_g1	441
TRINITY_DN242218_c0_g1	323
TRINITY_DN242250_c0_g1	216
TRINITY_DN242286_c0_g1	253
TRINITY_DN202893_c0_g1	272
TRINITY_DN202849_c0_g1	251
TRINITY_DN202895_c0_g1	235
TRINITY_DN202869_c0_g1	254
TRINITY_DN202864_c0_g1	369
TRINITY_DN202800_c0_g1	261
TRINITY_DN202859_c0_g1	303
TRINITY_DN202845_c0_g1	396
TRINITY_DN202877_c0_g1	226
TRINITY_DN202835_c0_g1	262
TRINITY_DN250998_c0_g1	218
TRINITY_DN250940_c0_g1	206
TRINITY_DN250901_c0_g1	265
TRINITY_DN250943_c0_g1	334
TRINITY_DN234592_c0_g1	331
TRINITY_DN234583_c0_g1	271
TRINITY_DN234530_c0_g1	205
TRINITY_DN234581_c0_g1	281
TRINITY_DN234508_c0_g1	302
TRINITY_DN232091_c0_g1	257
TRINITY_DN232005_c0_g1	303
TRINITY_DN232096_c0_g1	487
TRINITY_DN232054_c0_g1	282
TRINITY_DN232032_c0_g1	235
TRINITY_DN232060_c0_g1	238
TRINITY_DN232027_c0_g1	350
TRINITY_DN232098_c0_g1	267
TRINITY_DN207078_c0_g1	298
TRINITY_DN207027_c0_g1	213
TRINITY_DN207090_c0_g1	210
TRINITY_DN207043_c0_g1	371
TRINITY_DN207070_c0_g1	419
TRINITY_DN207049_c0_g1	241
TRINITY_DN207054_c0_g1	314
TRINITY_DN207044_c0_g1	367
TRINITY_DN207015_c0_g1	315
TRINITY_DN200767_c0_g1	376
TRINITY_DN200741_c0_g1	440
TRINITY_DN248189_c0_g1	204
TRINITY_DN248191_c0_g1	422
TRINITY_DN248130_c0_g1	305
TRINITY_DN248168_c0_g1	530
TRINITY_DN248190_c0_g1	274
TRINITY_DN248151_c0_g1	253
TRINITY_DN248193_c0_g1	239
TRINITY_DN248146_c0_g1	485
TRINITY_DN248150_c0_g1	246
TRINITY_DN236363_c0_g1	319
TRINITY_DN236304_c0_g1	265
TRINITY_DN236316_c0_g1	429
TRINITY_DN236337_c0_g1	392
TRINITY_DN236368_c0_g1	336
TRINITY_DN226451_c0_g1	400
TRINITY_DN226444_c0_g1	344
TRINITY_DN226494_c0_g1	233
TRINITY_DN226476_c0_g1	453
TRINITY_DN226436_c0_g1	548
TRINITY_DN226424_c0_g1	417
TRINITY_DN226472_c0_g1	230
TRINITY_DN226457_c0_g1	299
TRINITY_DN226456_c0_g1	214
TRINITY_DN209518_c0_g1	241
TRINITY_DN209540_c0_g1	509
TRINITY_DN209547_c0_g1	324
TRINITY_DN209581_c0_g1	623
TRINITY_DN209512_c0_g1	222
TRINITY_DN209531_c0_g1	599
TRINITY_DN209546_c0_g1	212
TRINITY_DN238014_c0_g1	307
TRINITY_DN238038_c0_g1	403
TRINITY_DN238052_c0_g1	228
TRINITY_DN238099_c0_g1	276
TRINITY_DN238004_c0_g1	260
TRINITY_DN238053_c0_g1	221
TRINITY_DN238024_c0_g1	201
TRINITY_DN238045_c0_g1	222
TRINITY_DN238032_c0_g1	549
TRINITY_DN238062_c0_g1	242
TRINITY_DN205619_c0_g1	403
TRINITY_DN205682_c0_g1	235
TRINITY_DN205684_c0_g1	338
TRINITY_DN234122_c0_g1	306
TRINITY_DN234162_c0_g1	248
TRINITY_DN234132_c0_g1	636
TRINITY_DN226258_c0_g1	213
TRINITY_DN226278_c0_g1	214
TRINITY_DN202575_c0_g1	285
TRINITY_DN202593_c0_g1	538
TRINITY_DN202596_c0_g1	331
TRINITY_DN202520_c0_g1	274
TRINITY_DN202525_c0_g1	220
TRINITY_DN202517_c0_g1	438
TRINITY_DN202551_c0_g1	241
TRINITY_DN202564_c0_g1	395
TRINITY_DN202523_c0_g1	479
TRINITY_DN202524_c0_g1	445
TRINITY_DN247706_c0_g1	389
TRINITY_DN247704_c0_g1	348
TRINITY_DN229832_c0_g1	335
TRINITY_DN229803_c0_g1	320
TRINITY_DN229836_c0_g1	242
TRINITY_DN229873_c0_g1	248
TRINITY_DN229883_c0_g1	247
TRINITY_DN229820_c0_g1	394
TRINITY_DN229829_c0_g1	211
TRINITY_DN229801_c0_g1	245
TRINITY_DN229896_c0_g1	241
TRINITY_DN229824_c0_g1	468
TRINITY_DN229861_c0_g1	276
TRINITY_DN201169_c0_g1	291
TRINITY_DN201191_c0_g1	338
TRINITY_DN201143_c0_g1	418
TRINITY_DN222894_c0_g1	267
TRINITY_DN222809_c0_g1	296
TRINITY_DN222852_c0_g1	291
TRINITY_DN222810_c0_g1	282
TRINITY_DN238266_c0_g1	212
TRINITY_DN238222_c0_g1	387
TRINITY_DN238268_c0_g1	331
TRINITY_DN238215_c0_g1	320
TRINITY_DN238287_c0_g1	269
TRINITY_DN238271_c0_g1	203
TRINITY_DN223048_c0_g1	314
TRINITY_DN223051_c0_g1	469
TRINITY_DN223061_c0_g1	263
TRINITY_DN223021_c0_g1	213
TRINITY_DN223056_c0_g1	273
TRINITY_DN223030_c0_g1	290
TRINITY_DN223086_c0_g1	226
TRINITY_DN230574_c0_g1	269
TRINITY_DN230515_c0_g1	206
TRINITY_DN230524_c0_g1	224
TRINITY_DN230567_c0_g1	225
TRINITY_DN230555_c0_g1	240
TRINITY_DN230504_c0_g1	344
TRINITY_DN230509_c0_g1	273
TRINITY_DN230583_c0_g1	323
TRINITY_DN230584_c0_g1	328
TRINITY_DN230502_c0_g1	632
TRINITY_DN218360_c0_g1	221
TRINITY_DN218334_c0_g1	224
TRINITY_DN218330_c0_g1	516
TRINITY_DN218337_c0_g1	212
TRINITY_DN218301_c0_g1	268
TRINITY_DN218300_c0_g1	396
TRINITY_DN218342_c0_g1	384
TRINITY_DN218328_c0_g1	348
TRINITY_DN218371_c0_g1	579
TRINITY_DN218378_c0_g1	294
TRINITY_DN218338_c0_g1	349
TRINITY_DN218357_c0_g1	262
TRINITY_DN218359_c0_g1	241
TRINITY_DN218331_c0_g1	209
TRINITY_DN222053_c0_g1	266
TRINITY_DN222067_c0_g1	335
TRINITY_DN222024_c0_g1	300
TRINITY_DN222085_c0_g1	231
TRINITY_DN222017_c0_g1	395
TRINITY_DN222064_c0_g1	285
TRINITY_DN222057_c0_g1	267
TRINITY_DN222098_c0_g1	319
TRINITY_DN222009_c0_g1	445
TRINITY_DN222043_c0_g1	282
TRINITY_DN222008_c0_g1	338
TRINITY_DN222044_c0_g1	240
TRINITY_DN246802_c0_g1	312
TRINITY_DN246898_c0_g1	239
TRINITY_DN246857_c0_g1	257
TRINITY_DN246813_c0_g1	240
TRINITY_DN246835_c0_g1	221
TRINITY_DN246882_c0_g1	646
TRINITY_DN246874_c0_g1	808
TRINITY_DN246804_c0_g1	319
TRINITY_DN246864_c0_g1	237
TRINITY_DN246855_c0_g1	272
TRINITY_DN246867_c0_g1	273
TRINITY_DN246861_c0_g1	255
TRINITY_DN246849_c0_g1	265
TRINITY_DN246883_c0_g1	218
TRINITY_DN207161_c0_g1	270
TRINITY_DN207191_c0_g1	320
TRINITY_DN207144_c0_g1	220
TRINITY_DN207173_c0_g1	275
TRINITY_DN207100_c0_g1	289
TRINITY_DN207112_c0_g1	356
TRINITY_DN207140_c0_g1	225
TRINITY_DN207150_c0_g1	275
TRINITY_DN207198_c0_g1	313
TRINITY_DN216188_c0_g1	330
TRINITY_DN216131_c0_g1	216
TRINITY_DN216158_c0_g1	384
TRINITY_DN216102_c0_g1	398
TRINITY_DN216164_c0_g1	234
TRINITY_DN216184_c0_g1	290
TRINITY_DN216163_c0_g1	223
TRINITY_DN244133_c0_g1	294
TRINITY_DN244181_c0_g1	214
TRINITY_DN244192_c0_g1	284
TRINITY_DN244111_c0_g1	205
TRINITY_DN244149_c0_g1	225
TRINITY_DN244100_c0_g1	225
TRINITY_DN244194_c0_g1	213
TRINITY_DN244160_c0_g1	230
TRINITY_DN244184_c0_g1	222
TRINITY_DN244157_c0_g1	283
TRINITY_DN227717_c0_g1	694
TRINITY_DN227735_c0_g1	207
TRINITY_DN227765_c0_g1	417
TRINITY_DN227755_c0_g1	327
TRINITY_DN227768_c0_g1	403
TRINITY_DN227734_c0_g1	231
TRINITY_DN227729_c0_g1	318
TRINITY_DN236612_c0_g1	216
TRINITY_DN236628_c0_g1	231
TRINITY_DN236652_c0_g1	409
TRINITY_DN236671_c0_g1	357
TRINITY_DN236635_c0_g1	393
TRINITY_DN236625_c0_g1	249
TRINITY_DN236698_c0_g1	422
TRINITY_DN236616_c0_g1	246
TRINITY_DN236678_c0_g1	397
TRINITY_DN236675_c0_g1	232
TRINITY_DN236667_c0_g1	339
TRINITY_DN232514_c0_g1	256
TRINITY_DN232555_c0_g1	285
TRINITY_DN232515_c0_g1	209
TRINITY_DN232532_c0_g1	236
TRINITY_DN232558_c0_g1	393
TRINITY_DN232579_c0_g1	375
TRINITY_DN212887_c0_g1	311
TRINITY_DN212806_c0_g1	261
TRINITY_DN212826_c0_g1	229
TRINITY_DN212833_c0_g1	228
TRINITY_DN212885_c0_g1	235
TRINITY_DN212858_c0_g1	224
TRINITY_DN212823_c0_g1	559
TRINITY_DN212899_c0_g1	305
TRINITY_DN212827_c0_g1	241
TRINITY_DN212871_c0_g1	259
TRINITY_DN212813_c0_g1	235
TRINITY_DN212853_c0_g1	225
TRINITY_DN212881_c0_g1	269
TRINITY_DN236090_c0_g1	202
TRINITY_DN236045_c0_g1	430
TRINITY_DN236021_c0_g1	261
TRINITY_DN207837_c0_g1	307
TRINITY_DN207852_c0_g1	419
TRINITY_DN207840_c0_g1	228
TRINITY_DN207854_c0_g1	257
TRINITY_DN207807_c0_g1	229
TRINITY_DN207806_c0_g1	238
TRINITY_DN207888_c0_g1	467
TRINITY_DN207846_c0_g1	348
TRINITY_DN207845_c0_g1	554
TRINITY_DN207868_c0_g1	230
TRINITY_DN248741_c0_g1	612
TRINITY_DN248743_c0_g1	272
TRINITY_DN248749_c0_g1	208
TRINITY_DN248773_c0_g1	295
TRINITY_DN248720_c0_g1	237
TRINITY_DN248723_c0_g1	442
TRINITY_DN248703_c0_g1	235
TRINITY_DN249714_c0_g1	413
TRINITY_DN249729_c0_g1	344
TRINITY_DN249760_c0_g1	219
TRINITY_DN249789_c0_g1	533
TRINITY_DN232213_c0_g1	280
TRINITY_DN232292_c0_g1	315
TRINITY_DN232217_c0_g1	374
TRINITY_DN232209_c0_g1	324
